source,target,editDistance
hVSMC-0004,hVSMC-0725,13
hVSMC-0004,hVSMC-0668,7
hVSMC-0004,hVSMC-0400,7
hVSMC-0004,hVSMC-0383,2
hVSMC-0004,hVSMC-0372,6
hVSMC-0004,hVSMC-0328,1
hVSMC-0004,hVSMC-0327,1
hVSMC-0004,hVSMC-0312,1
hVSMC-0004,hVSMC-0296,6
hVSMC-0004,hVSMC-0272,1
hVSMC-0004,hVSMC-0249,2
hVSMC-0004,hVSMC-0242,1
hVSMC-0004,hVSMC-0238,1
hVSMC-0004,hVSMC-0204,6
hVSMC-0004,hVSMC-0203,4
hVSMC-0004,hVSMC-0202,1
hVSMC-0004,hVSMC-0201,2
hVSMC-0004,hVSMC-0199,3
hVSMC-0004,hVSMC-0191,2
hVSMC-0004,hVSMC-0182,4
hVSMC-0004,hVSMC-0176,6
hVSMC-0004,hVSMC-0163,6
hVSMC-0004,hVSMC-0160,6
hVSMC-0004,hVSMC-0156,6
hVSMC-0004,hVSMC-0152,2
hVSMC-0004,hVSMC-0148,4
hVSMC-0004,hVSMC-0146,2
hVSMC-0004,hVSMC-0145,6
hVSMC-0004,hVSMC-0141,6
hVSMC-0004,hVSMC-0137,2
hVSMC-0004,hVSMC-0133,2
hVSMC-0004,hVSMC-0131,2
hVSMC-0004,hVSMC-0123,2
hVSMC-0004,hVSMC-0121,5
hVSMC-0004,hVSMC-0111,2
hVSMC-0004,hVSMC-0110,1
hVSMC-0004,hVSMC-0107,6
hVSMC-0004,hVSMC-0103,6
hVSMC-0004,hVSMC-0101,2
hVSMC-0004,hVSMC-0097,6
hVSMC-0004,hVSMC-0090,2
hVSMC-0004,hVSMC-0089,2
hVSMC-0004,hVSMC-0088,2
hVSMC-0004,hVSMC-0086,6
hVSMC-0004,hVSMC-0083,6
hVSMC-0004,hVSMC-0082,5
hVSMC-0004,hVSMC-0077,1
hVSMC-0004,hVSMC-0076,6
hVSMC-0004,hVSMC-0074,6
hVSMC-0004,hVSMC-0073,2
hVSMC-0004,hVSMC-0072,6
hVSMC-0004,hVSMC-0070,6
hVSMC-0004,hVSMC-0068,6
hVSMC-0004,hVSMC-0067,5
hVSMC-0004,hVSMC-0065,2
hVSMC-0004,hVSMC-0064,6
hVSMC-0004,hVSMC-0061,5
hVSMC-0004,hVSMC-0060,6
hVSMC-0004,hVSMC-0058,6
hVSMC-0004,hVSMC-0056,2
hVSMC-0004,hVSMC-0055,6
hVSMC-0004,hVSMC-0053,2
hVSMC-0004,hVSMC-0052,5
hVSMC-0004,hVSMC-0051,5
hVSMC-0004,hVSMC-0046,6
hVSMC-0004,hVSMC-0044,2
hVSMC-0004,hVSMC-0042,3
hVSMC-0004,hVSMC-0041,1
hVSMC-0004,hVSMC-0040,4
hVSMC-0004,hVSMC-0038,6
hVSMC-0004,hVSMC-0035,6
hVSMC-0004,hVSMC-0031,5
hVSMC-0004,hVSMC-0030,1
hVSMC-0004,hVSMC-0028,1
hVSMC-0004,hVSMC-0026,5
hVSMC-0004,hVSMC-0025,6
hVSMC-0004,hVSMC-0024,2
hVSMC-0004,hVSMC-0022,2
hVSMC-0004,hVSMC-0021,1
hVSMC-0004,hVSMC-0019,2
hVSMC-0004,hVSMC-0017,4
hVSMC-0004,hVSMC-0016,2
hVSMC-0004,hVSMC-0015,2
hVSMC-0004,hVSMC-0014,6
hVSMC-0004,hVSMC-0012,2
hVSMC-0004,hVSMC-0011,5
hVSMC-0002,hVSMC-1995,15
hVSMC-0002,hVSMC-1303,12
hVSMC-0002,hVSMC-1100,15
hVSMC-0002,hVSMC-0970,14
hVSMC-0002,hVSMC-0946,14
hVSMC-0002,hVSMC-0773,13
hVSMC-0002,hVSMC-0725,12
hVSMC-0002,hVSMC-0668,7
hVSMC-0002,hVSMC-0400,8
hVSMC-0002,hVSMC-0383,1
hVSMC-0002,hVSMC-0372,6
hVSMC-0002,hVSMC-0328,2
hVSMC-0002,hVSMC-0327,2
hVSMC-0002,hVSMC-0312,2
hVSMC-0002,hVSMC-0296,7
hVSMC-0002,hVSMC-0272,2
hVSMC-0002,hVSMC-0249,3
hVSMC-0002,hVSMC-0242,2
hVSMC-0002,hVSMC-0238,2
hVSMC-0002,hVSMC-0204,7
hVSMC-0002,hVSMC-0203,4
hVSMC-0002,hVSMC-0202,2
hVSMC-0002,hVSMC-0201,1
hVSMC-0002,hVSMC-0199,2
hVSMC-0002,hVSMC-0191,2
hVSMC-0002,hVSMC-0182,5
hVSMC-0002,hVSMC-0176,7
hVSMC-0002,hVSMC-0163,6
hVSMC-0002,hVSMC-0160,7
hVSMC-0002,hVSMC-0156,7
hVSMC-0002,hVSMC-0152,1
hVSMC-0002,hVSMC-0148,5
hVSMC-0002,hVSMC-0146,1
hVSMC-0002,hVSMC-0145,7
hVSMC-0002,hVSMC-0141,7
hVSMC-0002,hVSMC-0137,1
hVSMC-0002,hVSMC-0133,1
hVSMC-0002,hVSMC-0131,1
hVSMC-0002,hVSMC-0123,1
hVSMC-0002,hVSMC-0121,4
hVSMC-0002,hVSMC-0111,1
hVSMC-0002,hVSMC-0110,2
hVSMC-0002,hVSMC-0107,7
hVSMC-0002,hVSMC-0103,7
hVSMC-0002,hVSMC-0101,1
hVSMC-0002,hVSMC-0097,6
hVSMC-0002,hVSMC-0090,2
hVSMC-0002,hVSMC-0089,1
hVSMC-0002,hVSMC-0088,1
hVSMC-0002,hVSMC-0086,7
hVSMC-0002,hVSMC-0083,5
hVSMC-0002,hVSMC-0082,5
hVSMC-0002,hVSMC-0077,2
hVSMC-0002,hVSMC-0076,7
hVSMC-0002,hVSMC-0074,7
hVSMC-0002,hVSMC-0073,1
hVSMC-0002,hVSMC-0072,7
hVSMC-0002,hVSMC-0070,6
hVSMC-0002,hVSMC-0068,6
hVSMC-0002,hVSMC-0067,6
hVSMC-0002,hVSMC-0065,1
hVSMC-0002,hVSMC-0064,7
hVSMC-0002,hVSMC-0061,6
hVSMC-0002,hVSMC-0060,6
hVSMC-0002,hVSMC-0058,7
hVSMC-0002,hVSMC-0056,1
hVSMC-0002,hVSMC-0055,7
hVSMC-0002,hVSMC-0053,1
hVSMC-0002,hVSMC-0052,6
hVSMC-0002,hVSMC-0051,6
hVSMC-0002,hVSMC-0046,6
hVSMC-0002,hVSMC-0044,1
hVSMC-0002,hVSMC-0042,4
hVSMC-0002,hVSMC-0041,2
hVSMC-0002,hVSMC-0040,5
hVSMC-0002,hVSMC-0038,7
hVSMC-0002,hVSMC-0035,5
hVSMC-0002,hVSMC-0031,6
hVSMC-0002,hVSMC-0030,2
hVSMC-0002,hVSMC-0028,2
hVSMC-0002,hVSMC-0026,6
hVSMC-0002,hVSMC-0025,7
hVSMC-0002,hVSMC-0024,1
hVSMC-0002,hVSMC-0022,1
hVSMC-0002,hVSMC-0021,1
hVSMC-0002,hVSMC-0019,1
hVSMC-0002,hVSMC-0017,3
hVSMC-0002,hVSMC-0016,3
hVSMC-0002,hVSMC-0015,1
hVSMC-0002,hVSMC-0014,5
hVSMC-0002,hVSMC-0012,1
hVSMC-0002,hVSMC-0011,6
hVSMC-0002,hVSMC-0004,1
hVSMC-0001,hVSMC-1995,14
hVSMC-0001,hVSMC-1303,13
hVSMC-0001,hVSMC-1100,13
hVSMC-0001,hVSMC-0970,15
hVSMC-0001,hVSMC-0946,15
hVSMC-0001,hVSMC-0773,13
hVSMC-0001,hVSMC-0725,12
hVSMC-0001,hVSMC-0668,2
hVSMC-0001,hVSMC-0400,2
hVSMC-0001,hVSMC-0383,6
hVSMC-0001,hVSMC-0372,1
hVSMC-0001,hVSMC-0328,6
hVSMC-0001,hVSMC-0327,6
hVSMC-0001,hVSMC-0312,6
hVSMC-0001,hVSMC-0296,2
hVSMC-0001,hVSMC-0272,6
hVSMC-0001,hVSMC-0249,7
hVSMC-0001,hVSMC-0242,6
hVSMC-0001,hVSMC-0238,6
hVSMC-0001,hVSMC-0204,1
hVSMC-0001,hVSMC-0203,3
hVSMC-0001,hVSMC-0202,5
hVSMC-0001,hVSMC-0201,7
hVSMC-0001,hVSMC-0199,7
hVSMC-0001,hVSMC-0191,7
hVSMC-0001,hVSMC-0182,1
hVSMC-0001,hVSMC-0176,1
hVSMC-0001,hVSMC-0163,1
hVSMC-0001,hVSMC-0160,1
hVSMC-0001,hVSMC-0156,1
hVSMC-0001,hVSMC-0152,6
hVSMC-0001,hVSMC-0148,1
hVSMC-0001,hVSMC-0146,7
hVSMC-0001,hVSMC-0145,1
hVSMC-0001,hVSMC-0141,1
hVSMC-0001,hVSMC-0137,7
hVSMC-0001,hVSMC-0133,7
hVSMC-0001,hVSMC-0131,7
hVSMC-0001,hVSMC-0123,6
hVSMC-0001,hVSMC-0121,6
hVSMC-0001,hVSMC-0111,7
hVSMC-0001,hVSMC-0110,6
hVSMC-0001,hVSMC-0107,1
hVSMC-0001,hVSMC-0103,1
hVSMC-0001,hVSMC-0101,6
hVSMC-0001,hVSMC-0097,1
hVSMC-0001,hVSMC-0090,7
hVSMC-0001,hVSMC-0089,7
hVSMC-0001,hVSMC-0088,6
hVSMC-0001,hVSMC-0086,1
hVSMC-0001,hVSMC-0083,1
hVSMC-0001,hVSMC-0082,1
hVSMC-0001,hVSMC-0077,6
hVSMC-0001,hVSMC-0076,1
hVSMC-0001,hVSMC-0074,1
hVSMC-0001,hVSMC-0073,6
hVSMC-0001,hVSMC-0072,1
hVSMC-0001,hVSMC-0070,1
hVSMC-0001,hVSMC-0068,1
hVSMC-0001,hVSMC-0067,1
hVSMC-0001,hVSMC-0065,7
hVSMC-0001,hVSMC-0064,1
hVSMC-0001,hVSMC-0061,1
hVSMC-0001,hVSMC-0060,1
hVSMC-0001,hVSMC-0058,1
hVSMC-0001,hVSMC-0056,7
hVSMC-0001,hVSMC-0055,1
hVSMC-0001,hVSMC-0053,5
hVSMC-0001,hVSMC-0052,1
hVSMC-0001,hVSMC-0051,1
hVSMC-0001,hVSMC-0046,1
hVSMC-0001,hVSMC-0044,6
hVSMC-0001,hVSMC-0042,2
hVSMC-0001,hVSMC-0041,5
hVSMC-0001,hVSMC-0040,2
hVSMC-0001,hVSMC-0038,1
hVSMC-0001,hVSMC-0035,7
hVSMC-0001,hVSMC-0031,1
hVSMC-0001,hVSMC-0030,6
hVSMC-0001,hVSMC-0028,4
hVSMC-0001,hVSMC-0026,1
hVSMC-0001,hVSMC-0025,1
hVSMC-0001,hVSMC-0024,7
hVSMC-0001,hVSMC-0022,6
hVSMC-0001,hVSMC-0021,6
hVSMC-0001,hVSMC-0019,7
hVSMC-0001,hVSMC-0017,3
hVSMC-0001,hVSMC-0016,3
hVSMC-0001,hVSMC-0015,6
hVSMC-0001,hVSMC-0014,7
hVSMC-0001,hVSMC-0012,5
hVSMC-0001,hVSMC-0011,1
hVSMC-0001,hVSMC-0004,5
hVSMC-0001,hVSMC-0002,6
