source,target,treeDistance
hVSMC-0001,hVSMC-0725,27
hVSMC-0001,hVSMC-0668,16
hVSMC-0001,hVSMC-0400,34
hVSMC-0001,hVSMC-0383,18
hVSMC-0001,hVSMC-0372,10
hVSMC-0001,hVSMC-0328,10
hVSMC-0001,hVSMC-0327,10
hVSMC-0001,hVSMC-0312,10
hVSMC-0001,hVSMC-0296,22
hVSMC-0001,hVSMC-0272,38
hVSMC-0001,hVSMC-0249,12
hVSMC-0001,hVSMC-0242,10
hVSMC-0001,hVSMC-0238,10
hVSMC-0001,hVSMC-0204,4
hVSMC-0001,hVSMC-0203,24
hVSMC-0001,hVSMC-0202,14
hVSMC-0001,hVSMC-0201,34
hVSMC-0001,hVSMC-0199,36
hVSMC-0001,hVSMC-0191,22
hVSMC-0001,hVSMC-0182,4
hVSMC-0001,hVSMC-0176,0
hVSMC-0001,hVSMC-0163,16
hVSMC-0001,hVSMC-0160,30
hVSMC-0001,hVSMC-0156,4
hVSMC-0001,hVSMC-0152,36
hVSMC-0001,hVSMC-0148,34
hVSMC-0001,hVSMC-0146,10
hVSMC-0001,hVSMC-0145,34
hVSMC-0001,hVSMC-0141,0
hVSMC-0001,hVSMC-0137,34
hVSMC-0001,hVSMC-0133,34
hVSMC-0001,hVSMC-0131,38
hVSMC-0001,hVSMC-0123,10
hVSMC-0001,hVSMC-0121,10
hVSMC-0001,hVSMC-0111,38
hVSMC-0001,hVSMC-0110,10
hVSMC-0001,hVSMC-0107,36
hVSMC-0001,hVSMC-0103,4
hVSMC-0001,hVSMC-0101,22
hVSMC-0001,hVSMC-0097,4
hVSMC-0001,hVSMC-0090,8
hVSMC-0001,hVSMC-0089,10
hVSMC-0001,hVSMC-0088,35
hVSMC-0001,hVSMC-0086,36
hVSMC-0001,hVSMC-0083,34
hVSMC-0001,hVSMC-0082,4
hVSMC-0001,hVSMC-0077,8
hVSMC-0001,hVSMC-0076,34
hVSMC-0001,hVSMC-0074,35
hVSMC-0001,hVSMC-0073,14
hVSMC-0001,hVSMC-0072,34
hVSMC-0001,hVSMC-0070,16
hVSMC-0001,hVSMC-0068,8
hVSMC-0001,hVSMC-0067,22
hVSMC-0001,hVSMC-0065,22
hVSMC-0001,hVSMC-0064,12
hVSMC-0001,hVSMC-0061,13
hVSMC-0001,hVSMC-0060,0
hVSMC-0001,hVSMC-0058,0
hVSMC-0001,hVSMC-0056,36
hVSMC-0001,hVSMC-0055,28
hVSMC-0001,hVSMC-0053,36
hVSMC-0001,hVSMC-0052,16
hVSMC-0001,hVSMC-0051,35
hVSMC-0001,hVSMC-0046,34
hVSMC-0001,hVSMC-0044,8
hVSMC-0001,hVSMC-0042,7
hVSMC-0001,hVSMC-0041,33
hVSMC-0001,hVSMC-0040,25
hVSMC-0001,hVSMC-0038,34
hVSMC-0001,hVSMC-0035,10
hVSMC-0001,hVSMC-0031,8
hVSMC-0001,hVSMC-0030,10
hVSMC-0001,hVSMC-0028,8
hVSMC-0001,hVSMC-0026,0
hVSMC-0001,hVSMC-0025,34
hVSMC-0001,hVSMC-0024,10
hVSMC-0001,hVSMC-0022,33
hVSMC-0001,hVSMC-0021,36
hVSMC-0001,hVSMC-0019,22
hVSMC-0001,hVSMC-0017,7
hVSMC-0001,hVSMC-0016,37
hVSMC-0001,hVSMC-0015,14
hVSMC-0001,hVSMC-0014,10
hVSMC-0001,hVSMC-0012,8
hVSMC-0001,hVSMC-0011,0
hVSMC-0001,hVSMC-0004,10
hVSMC-0001,hVSMC-0002,36
